Order ID,Unit Price,Production Charges,Amount,Profit,Profit Percentage,Profit and Loss,Quantity,Product Standard,Category,Sub-Category,PaymentMode
B-25771,49.33,89,148,59,39.86%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25950,21.11,171,190,19,10.00%,Profit,9,Low Cost Product,Furniture,Furnishings,Credit Card
B-26038,26,38,52,14,26.92%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-26004,49,103,147,44,29.93%,Profit,3,Low Cost Product,Clothing,Saree,COD
B-25896,23.75,122,190,68,35.79%,Profit,8,Low Cost Product,Clothing,T-shirt,Credit Card
B-25601,20,136,80,-56,-70.00%,Loss,4,Low Cost Product,Electronics,Electronic Games,UPI
B-25952,49,99,147,48,32.65%,Profit,3,Low Cost Product,Clothing,Saree,COD
B-25873,22,54,66,12,18.18%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25844,43,78,86,8,9.30%,Profit,2,Low Cost Product,Clothing,Saree,Debit Card
B-26054,44,69,88,19,21.59%,Profit,2,Low Cost Product,Clothing,Shirt,Debit Card
B-25953,94,381,188,-193,-102.66%,Loss,2,Low Cost Product,Electronics,Electronic Games,Credit Card
B-25951,44.5,60,89,29,32.58%,Profit,2,Low Cost Product,Clothing,Stole,UPI
B-26065,29.2,127,146,19,13.01%,Profit,5,Low Cost Product,Clothing,Stole,COD
B-26033,143,111,143,32,22.38%,Profit,1,Low Cost Product,Furniture,Bookcases,COD
B-25781,6.25,26,25,-1,-4.00%,Loss,4,Low Cost Product,Clothing,Kurti,COD
B-26043,10,18,30,12,40.00%,Profit,3,Low Cost Product,Clothing,Skirt,UPI
B-25787,35,198,140,-58,-41.43%,Loss,4,Low Cost Product,Furniture,Furnishings,COD
B-25664,83,131,83,-48,-57.83%,Loss,1,Low Cost Product,Furniture,Bookcases,UPI
B-25825,28,134,140,6,4.29%,Profit,5,Low Cost Product,Clothing,Saree,COD
B-25818,7,14,28,14,50.00%,Profit,4,Low Cost Product,Clothing,Hankerchief,COD
B-25765,46.33,125,139,14,10.07%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25853,10,16,30,14,46.67%,Profit,3,Low Cost Product,Clothing,Hankerchief,UPI
B-26030,29.67,53,89,36,40.45%,Profit,3,Low Cost Product,Clothing,Shirt,UPI
B-25730,46.75,157,187,30,16.04%,Profit,4,Low Cost Product,Electronics,Accessories,Credit Card
B-26054,46.33,118,139,21,15.11%,Profit,3,Low Cost Product,Electronics,Accessories,COD
B-25773,218.5,451,437,-14,-3.20%,Loss,2,Low Cost Product,Clothing,Saree,UPI
B-25717,27.6,141,138,-3,-2.17%,Loss,5,Low Cost Product,Clothing,Saree,COD
B-26010,42.5,72,85,13,15.29%,Profit,2,Low Cost Product,Clothing,Shirt,UPI
B-25893,27.67,71,83,12,14.46%,Profit,3,Low Cost Product,Clothing,Stole,UPI
B-26076,45.5,69,91,22,24.18%,Profit,2,Low Cost Product,Clothing,Stole,UPI
B-25803,27.4,132,137,5,3.65%,Profit,5,Low Cost Product,Clothing,Shirt,COD
B-25709,4.71,45,33,-12,-36.36%,Loss,7,Low Cost Product,Clothing,Saree,UPI
B-25755,67,168,134,-34,-25.37%,Loss,2,Low Cost Product,Furniture,Chairs,COD
B-25684,67,92,134,42,31.34%,Profit,2,Low Cost Product,Furniture,Chairs,COD
B-25739,66.5,189,133,-56,-42.11%,Loss,2,Low Cost Product,Furniture,Chairs,COD
B-26081,31,177,93,-84,-90.32%,Loss,3,Low Cost Product,Clothing,Saree,UPI
B-25662,86,107,86,-21,-24.42%,Loss,1,Low Cost Product,Electronics,Electronic Games,UPI
B-25845,26.4,78,132,54,40.91%,Profit,5,Low Cost Product,Clothing,Stole,COD
B-26085,44,142,132,-10,-7.58%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25745,26.4,211,132,-79,-59.85%,Loss,5,Low Cost Product,Furniture,Furnishings,COD
B-25999,23.25,158,93,-65,-69.89%,Loss,4,Low Cost Product,Clothing,Stole,UPI
B-26082,47.5,90,95,5,5.26%,Profit,2,Low Cost Product,Clothing,Stole,UPI
B-26097,48.5,85,97,12,12.37%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-25731,16.38,285,131,-154,-117.56%,Loss,8,Low Cost Product,Furniture,Furnishings,COD
B-25625,48.5,68,97,29,29.90%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-25853,42.67,124,128,4,3.13%,Profit,3,Low Cost Product,Clothing,Saree,COD
B-25703,20.67,-55,186,241,129.57%,Profit,9,Low Cost Product,Clothing,Shirt,Credit Card
B-26003,32,81,128,47,36.72%,Profit,4,Low Cost Product,Clothing,Hankerchief,COD
B-25803,46.25,137,185,48,25.95%,Profit,4,Low Cost Product,Clothing,Stole,Credit Card
B-25719,14.5,19,29,10,34.48%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25883,42.33,98,127,29,22.83%,Profit,3,Low Cost Product,Furniture,Furnishings,COD
B-25891,13.86,61,97,36,37.11%,Profit,7,Low Cost Product,Clothing,Hankerchief,UPI
B-25821,41.67,125,125,0,0.00%,Breakeven Point,3,Low Cost Product,Electronics,Accessories,COD
B-25646,149.5,307,299,-8,-2.68%,Loss,2,Low Cost Product,Clothing,Saree,COD
B-25874,24.8,70,124,54,43.55%,Profit,5,Low Cost Product,Clothing,T-shirt,COD
B-25717,30,73,90,17,18.89%,Profit,3,Low Cost Product,Clothing,Shirt,COD
B-26073,30.5,111,122,11,9.02%,Profit,4,Low Cost Product,Clothing,Hankerchief,COD
B-25800,13.56,188,122,-66,-54.10%,Loss,9,Low Cost Product,Electronics,Accessories,COD
B-25991,45,60,90,30,33.33%,Profit,2,Low Cost Product,Furniture,Chairs,UPI
B-25638,60.67,193,182,-11,-6.04%,Loss,3,Low Cost Product,Furniture,Bookcases,Credit Card
B-26021,17.43,63,122,59,48.36%,Profit,7,Low Cost Product,Furniture,Furnishings,COD
B-25882,30.25,102,121,19,15.70%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-26053,120,119,120,1,0.83%,Profit,1,Low Cost Product,Furniture,Chairs,COD
B-25951,24,97,120,23,19.17%,Profit,5,Low Cost Product,Clothing,Stole,COD
B-25757,6.8,45,34,-11,-32.35%,Loss,5,Low Cost Product,Clothing,T-shirt,COD
B-25777,19.5,100,117,17,14.53%,Profit,6,Low Cost Product,Clothing,Kurti,COD
B-26040,19,29,38,9,23.68%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25696,39,123,117,-6,-5.13%,Loss,3,Low Cost Product,Electronics,Phones,COD
B-25977,45,126,180,54,30.00%,Profit,4,Low Cost Product,Clothing,T-shirt,Credit Card
B-25743,99,104,99,-5,-5.05%,Loss,1,Low Cost Product,Clothing,Saree,UPI
B-25651,57.33,275,172,-103,-59.88%,Loss,3,Low Cost Product,Furniture,Chairs,EMI
B-25603,29,100,116,16,13.79%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-25696,116,120,116,-4,-3.45%,Loss,1,Low Cost Product,Clothing,Saree,COD
B-26037,24.43,103,171,68,39.77%,Profit,7,Low Cost Product,Clothing,Stole,EMI
B-26098,9.2,32,46,14,30.43%,Profit,5,Low Cost Product,Clothing,Skirt,COD
B-25697,38.33,154,115,-39,-33.91%,Loss,3,Low Cost Product,Clothing,Trousers,COD
B-25920,50,93,100,7,7.00%,Profit,2,Low Cost Product,Clothing,T-shirt,UPI
B-25993,22,36,44,8,18.18%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-26089,46.33,125,139,14,10.07%,Profit,3,Low Cost Product,Clothing,Kurti,COD
B-25960,85.5,311,171,-140,-81.87%,Loss,2,Low Cost Product,Furniture,Bookcases,EMI
B-25917,50,88,100,12,12.00%,Profit,2,Low Cost Product,Clothing,T-shirt,UPI
B-25825,19.17,90,115,25,21.74%,Profit,6,Low Cost Product,Clothing,Stole,COD
B-25696,56,177,168,-9,-5.36%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25972,57.5,68,115,47,40.87%,Profit,2,Low Cost Product,Electronics,Accessories,COD
B-25602,84,279,168,-111,-66.07%,Loss,2,Low Cost Product,Electronics,Phones,EMI
B-25736,6.2,38,31,-7,-22.58%,Loss,5,Low Cost Product,Clothing,Skirt,UPI
B-26003,19,73,114,41,35.96%,Profit,6,Low Cost Product,Furniture,Furnishings,COD
B-25970,27.75,102,111,9,8.11%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-25742,5.5,19,11,-8,-72.73%,Loss,2,Low Cost Product,Clothing,Skirt,UPI
B-25770,110,75,110,35,31.82%,Profit,1,Low Cost Product,Furniture,Furnishings,COD
B-26098,29.5,44,59,15,25.42%,Profit,2,Low Cost Product,Clothing,T-shirt,UPI
B-26050,83,139,166,27,16.27%,Profit,2,Low Cost Product,Electronics,Accessories,EMI
B-25778,18.17,115,109,-6,-5.50%,Loss,6,Low Cost Product,Clothing,Saree,COD
B-25652,8.5,40,34,-6,-17.65%,Loss,4,Low Cost Product,Clothing,Leggings,COD
B-25999,109,69,109,40,36.70%,Profit,1,Low Cost Product,Furniture,Furnishings,COD
B-25909,36,86,108,22,20.37%,Profit,3,Low Cost Product,Electronics,Accessories,COD
B-25823,51.5,53,103,50,48.54%,Profit,2,Low Cost Product,Furniture,Furnishings,UPI
B-25701,5,18,10,-8,-80.00%,Loss,2,Low Cost Product,Clothing,Skirt,COD
B-25855,30,73,90,17,18.89%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25654,52.5,59,105,46,43.81%,Profit,2,Low Cost Product,Clothing,Stole,UPI
B-25623,52.5,85,105,20,19.05%,Profit,2,Low Cost Product,Clothing,Stole,Debit Card
B-25641,22,28,22,-6,-27.27%,Loss,1,Low Cost Product,Furniture,Furnishings,COD
B-25852,21,138,105,-33,-31.43%,Loss,5,Low Cost Product,Clothing,Kurti,COD
B-25958,52.5,80,105,25,23.81%,Profit,2,Low Cost Product,Clothing,Hankerchief,EMI
B-25802,5,32,25,-7,-28.00%,Loss,5,Low Cost Product,Clothing,Saree,UPI
B-25823,52,102,104,2,1.92%,Profit,2,Low Cost Product,Furniture,Furnishings,COD
B-25834,16,11,16,5,31.25%,Profit,1,Low Cost Product,Clothing,Stole,UPI
B-25678,21.33,71,64,-7,-10.94%,Loss,3,Low Cost Product,Clothing,Saree,COD
B-25774,19,44,38,-6,-15.79%,Loss,2,Low Cost Product,Furniture,Furnishings,UPI
B-25904,41.5,71,83,12,14.46%,Profit,2,Low Cost Product,Furniture,Chairs,COD
B-25896,51.5,67,103,36,34.95%,Profit,2,Low Cost Product,Clothing,Hankerchief,COD
B-25796,37,43,37,-6,-16.22%,Loss,1,Low Cost Product,Clothing,Saree,UPI
B-25934,17.5,72,105,33,31.43%,Profit,6,Low Cost Product,Clothing,Saree,EMI
B-25750,39,84,78,-6,-7.69%,Loss,2,Low Cost Product,Furniture,Furnishings,UPI
B-25761,102,192,102,-90,-88.24%,Loss,1,Low Cost Product,Clothing,Saree,COD
B-25912,17,91,102,11,10.78%,Profit,6,Low Cost Product,Clothing,T-shirt,COD
B-25751,10,18,10,-8,-80.00%,Loss,1,Low Cost Product,Clothing,Kurti,UPI
B-25656,11.22,83,101,18,17.82%,Profit,9,Low Cost Product,Clothing,Skirt,COD
B-25647,10.5,48,42,-6,-14.29%,Loss,4,Low Cost Product,Clothing,Saree,UPI
B-25861,28,38,56,18,32.14%,Profit,2,Low Cost Product,Clothing,Hankerchief,UPI
B-25802,47.5,90,95,5,5.26%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25901,53,157,159,2,1.26%,Profit,3,Low Cost Product,Furniture,Furnishings,EMI
B-25623,52.67,89,158,69,43.67%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-25751,53,106,106,0,0.00%,Breakeven Point,2,Low Cost Product,Electronics,Phones,EMI
B-26052,25.25,85,101,16,15.84%,Profit,4,Low Cost Product,Clothing,T-shirt,COD
B-25886,35.67,70,107,37,34.58%,Profit,3,Low Cost Product,Clothing,Shirt,COD
B-25804,31.2,120,156,36,23.08%,Profit,5,Low Cost Product,Clothing,T-shirt,EMI
B-25734,36,127,108,-19,-17.59%,Loss,3,Low Cost Product,Electronics,Electronic Games,UPI
B-25610,26.75,161,107,-54,-50.47%,Loss,4,Low Cost Product,Clothing,Stole,EMI
B-25711,25,158,100,-58,-58.00%,Loss,4,Low Cost Product,Clothing,Hankerchief,COD
B-25985,27,82,108,26,24.07%,Profit,4,Low Cost Product,Clothing,Shirt,UPI
B-25864,25,94,100,6,6.00%,Profit,4,Low Cost Product,Clothing,Stole,COD
B-25648,100,123,100,-23,-23.00%,Loss,1,Low Cost Product,Electronics,Phones,COD
B-26086,21.5,26,43,17,39.53%,Profit,2,Low Cost Product,Clothing,T-shirt,UPI
B-25835,51.67,129,155,26,16.77%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-25949,50.33,142,151,9,5.96%,Profit,3,Low Cost Product,Clothing,Hankerchief,EMI
B-25930,30.2,122,151,29,19.21%,Profit,5,Low Cost Product,Clothing,Hankerchief,EMI
B-25655,27.5,178,110,-68,-61.82%,Loss,4,Low Cost Product,Clothing,Saree,EMI
B-25757,49,89,98,9,9.18%,Profit,2,Low Cost Product,Furniture,Furnishings,COD
B-25655,48.5,159,97,-62,-63.92%,Loss,2,Low Cost Product,Clothing,Trousers,COD
B-26033,22.2,76,111,35,31.53%,Profit,5,Low Cost Product,Clothing,Shirt,COD
B-26083,45,28,45,17,37.78%,Profit,1,Low Cost Product,Electronics,Accessories,COD
B-25805,56,97,112,15,13.39%,Profit,2,Low Cost Product,Furniture,Chairs,COD
B-25955,22,90,110,20,18.18%,Profit,5,Low Cost Product,Clothing,Stole,Debit Card
B-25762,49,103,98,-5,-5.10%,Loss,2,Low Cost Product,Clothing,Saree,UPI
B-25919,15.71,98,110,12,10.91%,Profit,7,Low Cost Product,Clothing,Stole,Debit Card
B-25853,23.75,84,95,11,11.58%,Profit,4,Low Cost Product,Furniture,Furnishings,COD
B-25925,409.33,1214,1228,14,1.14%,Profit,3,Mid Cost Product,Furniture,Chairs,UPI
B-26023,9.67,29,29,0,0.00%,Breakeven Point,3,Low Cost Product,Furniture,Furnishings,COD
B-26055,47,67,94,27,28.72%,Profit,2,Low Cost Product,Clothing,T-shirt,COD
B-25653,115,90,115,25,21.74%,Profit,1,Low Cost Product,Electronics,Accessories,COD
B-25893,49.67,134,149,15,10.07%,Profit,3,Low Cost Product,Clothing,Saree,EMI
B-26052,37,125,148,23,15.54%,Profit,4,Low Cost Product,Clothing,Kurti,EMI
B-25830,46.5,78,93,15,16.13%,Profit,2,Low Cost Product,Electronics,Accessories,COD
B-26040,28.25,89,113,24,21.24%,Profit,4,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25981,16,46,48,2,4.17%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25954,148,139,148,9,6.08%,Profit,1,Low Cost Product,Electronics,Electronic Games,UPI
B-25889,28.5,103,114,11,9.65%,Profit,4,Low Cost Product,Clothing,T-shirt,Debit Card
B-25810,46,50,92,42,45.65%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25637,39,103,117,14,11.97%,Profit,3,Low Cost Product,Clothing,Shirt,UPI
B-25801,5.25,31,21,-10,-47.62%,Loss,4,Low Cost Product,Clothing,Leggings,COD
B-25783,5.5,43,33,-10,-30.30%,Loss,6,Low Cost Product,Clothing,Leggings,UPI
B-25697,38,106,114,8,7.02%,Profit,3,Low Cost Product,Electronics,Accessories,Debit Card
B-26028,115,115,115,0,0.00%,Breakeven Point,1,Low Cost Product,Electronics,Accessories,Debit Card
B-25851,18,61,90,29,32.22%,Profit,5,Low Cost Product,Clothing,T-shirt,COD
B-25938,30.5,60,61,1,1.64%,Profit,2,Low Cost Product,Furniture,Furnishings,COD
B-25820,119,118,119,1,0.84%,Profit,1,Low Cost Product,Furniture,Chairs,COD
B-25850,58.5,81,117,36,30.77%,Profit,2,Low Cost Product,Clothing,Trousers,Debit Card
B-25924,74,94,148,54,36.49%,Profit,2,Low Cost Product,Furniture,Chairs,UPI
B-25609,62.25,254,249,-5,-2.01%,Loss,4,Low Cost Product,Clothing,Saree,COD
B-25898,49,74,147,73,49.66%,Profit,3,Low Cost Product,Clothing,Stole,UPI
B-25814,16.86,83,118,35,29.66%,Profit,7,Low Cost Product,Clothing,T-shirt,EMI
B-26087,17,63,119,56,47.06%,Profit,7,Low Cost Product,Clothing,Saree,EMI
B-25901,45,63,90,27,30.00%,Profit,2,Low Cost Product,Clothing,T-shirt,COD
B-26025,16,31,32,1,3.13%,Profit,2,Low Cost Product,Clothing,Stole,COD
B-25631,44.5,178,89,-89,-100.00%,Loss,2,Low Cost Product,Furniture,Furnishings,COD
B-25954,146,80,146,66,45.21%,Profit,1,Low Cost Product,Electronics,Phones,UPI
B-25956,22.25,126,89,-37,-41.57%,Loss,4,Low Cost Product,Clothing,Shirt,COD
B-26096,29.33,77,88,11,12.50%,Profit,3,Low Cost Product,Electronics,Accessories,COD
B-25862,30.25,80,121,41,33.88%,Profit,4,Low Cost Product,Clothing,Stole,EMI
B-26054,44,68,88,20,22.73%,Profit,2,Low Cost Product,Clothing,Saree,COD
B-25698,17.4,170,87,-83,-95.40%,Loss,5,Low Cost Product,Clothing,Kurti,COD
B-25606,43.5,83,87,4,4.60%,Profit,2,Low Cost Product,Clothing,Shirt,COD
B-25928,40.67,107,122,15,12.30%,Profit,3,Low Cost Product,Electronics,Accessories,EMI
B-26005,29,77,87,10,11.49%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25963,17.67,45,53,8,15.09%,Profit,3,Low Cost Product,Furniture,Furnishings,UPI
B-25952,9.67,119,87,-32,-36.78%,Loss,9,Low Cost Product,Clothing,Skirt,COD
B-25683,14.33,141,86,-55,-63.95%,Loss,6,Low Cost Product,Clothing,Saree,COD
B-25914,41.67,103,125,22,17.60%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-25828,42.67,131,128,-3,-2.34%,Loss,3,Low Cost Product,Clothing,Saree,Debit Card
B-25743,28.6,267,143,-124,-86.71%,Loss,5,Low Cost Product,Clothing,Saree,UPI
B-26085,43,64,86,22,25.58%,Profit,2,Low Cost Product,Clothing,Saree,COD
B-25869,28.67,77,86,9,10.47%,Profit,3,Low Cost Product,Clothing,Saree,COD
B-25773,21.25,94,85,-9,-10.59%,Loss,4,Low Cost Product,Clothing,Saree,COD
B-25700,25.8,204,129,-75,-58.14%,Loss,5,Low Cost Product,Clothing,Shirt,Debit Card
B-25921,42,126,84,-42,-50.00%,Loss,2,Low Cost Product,Electronics,Accessories,COD
B-25730,27.67,164,83,-81,-97.59%,Loss,3,Low Cost Product,Furniture,Chairs,COD
B-26083,71.5,137,143,6,4.20%,Profit,2,Low Cost Product,Electronics,Accessories,UPI
B-25849,112,213,336,123,36.61%,Profit,3,Low Cost Product,Electronics,Phones,UPI
B-25909,64.6,201,323,122,37.77%,Profit,5,Low Cost Product,Electronics,Phones,UPI
B-26038,43.33,69,130,61,46.92%,Profit,3,Low Cost Product,Clothing,Shirt,Debit Card
B-25999,30.4,155,152,-3,-1.97%,Loss,5,Low Cost Product,Clothing,Saree,COD
B-25928,25,15,25,10,40.00%,Profit,1,Low Cost Product,Furniture,Furnishings,UPI
B-25878,28,125,140,15,10.71%,Profit,5,Low Cost Product,Clothing,Stole,UPI
B-25843,22.5,45,45,0,0.00%,Breakeven Point,2,Low Cost Product,Clothing,Stole,UPI
B-25959,44,83,132,49,37.12%,Profit,3,Low Cost Product,Clothing,Shirt,COD
B-25630,26.6,121,133,12,9.02%,Profit,5,Low Cost Product,Clothing,Stole,Debit Card
B-25858,41,69,82,13,15.85%,Profit,2,Low Cost Product,Clothing,Shirt,COD
B-26096,35,84,140,56,40.00%,Profit,4,Low Cost Product,Clothing,Shirt,UPI
B-25838,11.57,62,81,19,23.46%,Profit,7,Low Cost Product,Clothing,Hankerchief,COD
B-25943,27.4,99,137,38,27.74%,Profit,5,Low Cost Product,Clothing,Hankerchief,Debit Card
B-25780,45.67,178,137,-41,-29.93%,Loss,3,Low Cost Product,Electronics,Phones,Debit Card
B-25949,70,83,140,57,40.71%,Profit,2,Low Cost Product,Clothing,Trousers,Debit Card
B-25892,46.33,109,139,30,21.58%,Profit,3,Low Cost Product,Clothing,Shirt,UPI
B-26054,27.6,127,138,11,7.97%,Profit,5,Low Cost Product,Clothing,Stole,UPI
B-25988,8.78,203,79,-124,-156.96%,Loss,9,Low Cost Product,Clothing,Skirt,COD
B-25939,45.33,95,136,41,30.15%,Profit,3,Low Cost Product,Electronics,Accessories,UPI
B-26083,48.33,129,145,16,11.03%,Profit,3,Low Cost Product,Clothing,T-shirt,Debit Card
B-26078,22,24,44,20,45.45%,Profit,2,Low Cost Product,Clothing,T-shirt,UPI
B-25902,11.29,73,79,6,7.59%,Profit,7,Low Cost Product,Clothing,Saree,COD
B-25676,19.75,43,79,36,45.57%,Profit,4,Low Cost Product,Clothing,Shirt,COD
B-26016,44.67,147,134,-13,-9.70%,Loss,3,Low Cost Product,Electronics,Electronic Games,UPI
B-25950,26.6,128,133,5,3.76%,Profit,5,Low Cost Product,Clothing,Stole,UPI
B-26056,6.71,27,47,20,42.55%,Profit,7,Low Cost Product,Clothing,Hankerchief,UPI
B-25645,133,175,133,-42,-31.58%,Loss,1,Low Cost Product,Electronics,Printers,UPI
B-25906,26,51,78,27,34.62%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-26017,78,71,78,7,8.97%,Profit,1,Low Cost Product,Furniture,Chairs,COD
B-25644,9.5,168,76,-92,-121.05%,Loss,8,Low Cost Product,Furniture,Furnishings,COD
B-25679,76,126,76,-50,-65.79%,Loss,1,Low Cost Product,Clothing,Saree,COD
B-25854,25.33,57,76,19,25.00%,Profit,3,Low Cost Product,Clothing,Hankerchief,COD
B-25670,24.67,45,74,29,39.19%,Profit,3,Low Cost Product,Clothing,Stole,COD
B-25792,24.67,99,74,-25,-33.78%,Loss,3,Low Cost Product,Clothing,Stole,COD
B-25808,48.67,209,146,-63,-43.15%,Loss,3,Low Cost Product,Electronics,Electronic Games,Debit Card
B-25750,73,104,73,-31,-42.47%,Loss,1,Low Cost Product,Furniture,Bookcases,COD
B-26051,26.67,58,80,22,27.50%,Profit,3,Low Cost Product,Clothing,Stole,UPI
B-26076,26.6,87,133,46,34.59%,Profit,5,Low Cost Product,Clothing,Shirt,EMI
B-25946,73,139,146,7,4.79%,Profit,2,Low Cost Product,Electronics,Phones,Debit Card
B-25648,32.5,171,130,-41,-31.54%,Loss,4,Low Cost Product,Clothing,Saree,EMI
B-25992,47,100,141,41,29.08%,Profit,3,Low Cost Product,Clothing,Shirt,UPI
B-25848,49,126,147,21,14.29%,Profit,3,Low Cost Product,Furniture,Furnishings,Debit Card
B-25697,73,80,73,-7,-9.59%,Loss,1,Low Cost Product,Electronics,Phones,COD
B-25659,21.14,76,148,72,48.65%,Profit,7,Low Cost Product,Clothing,T-shirt,Debit Card
B-25716,14.5,58,58,0,0.00%,Breakeven Point,4,Low Cost Product,Clothing,Saree,UPI
B-25652,7,34,21,-13,-61.90%,Loss,3,Low Cost Product,Clothing,Leggings,UPI
B-26093,49.33,123,148,25,16.89%,Profit,3,Low Cost Product,Clothing,Saree,Debit Card
B-25725,36,151,144,-7,-4.86%,Loss,4,Low Cost Product,Electronics,Electronic Games,COD
B-25661,29,249,145,-104,-71.72%,Loss,5,Low Cost Product,Furniture,Chairs,UPI
B-25693,72,121,72,-49,-68.06%,Loss,1,Low Cost Product,Electronics,Phones,COD
B-25910,25,110,125,15,12.00%,Profit,5,Low Cost Product,Clothing,Shirt,EMI
B-25943,49.67,134,149,15,10.07%,Profit,3,Low Cost Product,Clothing,Saree,Debit Card
B-26100,36,56,72,16,22.22%,Profit,2,Low Cost Product,Clothing,Shirt,COD
B-25830,8.88,71,71,0,0.00%,Breakeven Point,8,Low Cost Product,Clothing,Skirt,COD
B-25932,17.75,85,71,-14,-19.72%,Loss,4,Low Cost Product,Furniture,Furnishings,COD
B-25929,51.33,239,154,-85,-55.19%,Loss,3,Low Cost Product,Furniture,Chairs,EMI
B-25708,23.88,178,191,13,6.81%,Profit,8,Low Cost Product,Furniture,Furnishings,COD
B-25921,34,151,170,19,11.18%,Profit,5,Low Cost Product,Clothing,T-shirt,UPI
B-25755,23.5,50,47,-3,-6.38%,Loss,2,Low Cost Product,Clothing,Stole,UPI
B-25640,30.5,169,122,-47,-38.52%,Loss,4,Low Cost Product,Clothing,Saree,EMI
B-25838,14,44,70,26,37.14%,Profit,5,Low Cost Product,Clothing,Hankerchief,COD
B-26025,51.67,150,155,5,3.23%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-25789,7.44,153,67,-86,-128.36%,Loss,9,Low Cost Product,Furniture,Furnishings,COD
B-25697,22.33,109,67,-42,-62.69%,Loss,3,Low Cost Product,Clothing,Stole,COD
B-25797,74,249,148,-101,-68.24%,Loss,2,Low Cost Product,Furniture,Bookcases,UPI
B-26064,20.33,84,122,38,31.15%,Profit,6,Low Cost Product,Clothing,T-shirt,Credit Card
B-25732,8,21,16,-5,-31.25%,Loss,2,Low Cost Product,Clothing,Stole,UPI
B-25654,40.33,138,121,-17,-14.05%,Loss,3,Low Cost Product,Furniture,Furnishings,Credit Card
B-25750,3.5,57,42,-15,-35.71%,Loss,12,Low Cost Product,Clothing,Skirt,UPI
B-25751,10.83,69,65,-4,-6.15%,Loss,6,Low Cost Product,Clothing,Hankerchief,COD
B-25889,17,162,119,-43,-36.13%,Loss,7,Low Cost Product,Clothing,Kurti,Credit Card
B-25683,51.67,99,155,56,36.13%,Profit,3,Low Cost Product,Furniture,Furnishings,EMI
B-25602,14.88,124,119,-5,-4.20%,Loss,8,Low Cost Product,Clothing,Saree,Credit Card
B-25871,29.5,93,118,25,21.19%,Profit,4,Low Cost Product,Clothing,Hankerchief,Credit Card
B-25953,116,94,116,22,18.97%,Profit,1,Low Cost Product,Electronics,Accessories,Credit Card
B-25950,15.8,187,158,-29,-18.35%,Loss,10,Low Cost Product,Clothing,Hankerchief,EMI
B-26091,52.67,89,158,69,43.67%,Profit,3,Low Cost Product,Clothing,Stole,EMI
B-25753,21.67,117,65,-52,-80.00%,Loss,3,Low Cost Product,Electronics,Accessories,COD
B-25611,80,219,160,-59,-36.88%,Loss,2,Low Cost Product,Clothing,Saree,EMI
B-25935,54,142,162,20,12.35%,Profit,3,Low Cost Product,Furniture,Chairs,EMI
B-25886,15.75,62,63,1,1.59%,Profit,4,Low Cost Product,Clothing,T-shirt,COD
B-25833,12.8,37,64,27,42.19%,Profit,5,Low Cost Product,Clothing,Hankerchief,UPI
B-25665,41.5,279,166,-113,-68.07%,Loss,4,Low Cost Product,Electronics,Accessories,EMI
B-25694,23.86,124,167,43,25.75%,Profit,7,Low Cost Product,Clothing,T-shirt,EMI
B-25668,41,106,123,17,13.82%,Profit,3,Low Cost Product,Furniture,Furnishings,COD
B-25945,31.5,49,63,14,22.22%,Profit,2,Low Cost Product,Clothing,Shirt,COD
B-25954,178.2,891,891,0,0.00%,Breakeven Point,5,Low Cost Product,Clothing,Saree,COD
B-25818,8.33,47,75,28,37.33%,Profit,9,Low Cost Product,Clothing,Hankerchief,UPI
B-25861,12.4,56,62,6,9.68%,Profit,5,Low Cost Product,Clothing,Hankerchief,COD
B-25721,4.14,47,29,-18,-62.07%,Loss,7,Low Cost Product,Clothing,Skirt,UPI
B-26024,28,150,168,18,10.71%,Profit,6,Low Cost Product,Clothing,Stole,Debit Card
B-26056,23.33,46,70,24,34.29%,Profit,3,Low Cost Product,Clothing,Stole,UPI
B-26050,42.25,114,169,55,32.54%,Profit,4,Low Cost Product,Clothing,Saree,Debit Card
